Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4.016,Chrimata,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.016,Chrimata4,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.204,Chrimata,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.204,Chrimata4,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.485,Chrimata,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.485,Chrimata4,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.797,Chrimata,Tick,0,0,0,0,146300,146900,0,0,0,OK
4.797,Chrimata4,Tick,0,0,0,0,146300,146900,0,0,0,OK
5.047,Chrimata,Tick,0,0,0,0,146300,146900,0,0,0,OK
5.047,Chrimata4,Tick,0,0,0,0,146300,146900,0,0,0,OK
5.297,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.297,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.547,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.547,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.704,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.704,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.954,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
5.954,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
6.282,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
6.282,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
6.485,Chrimata,Tick,0,0,0,0,146300,146800,0,0,0,OK
6.485,Chrimata4,Tick,0,0,0,0,146300,146800,0,0,0,OK
6.766,Chrimata,Tick,0,0,0,0,147200,146700,0,0,0,OK
6.766,Chrimata4,Tick,0,0,0,0,147200,146700,0,0,0,OK
7.016,Chrimata,Tick,0,10,-10,10,147000,146900,294,706,-294,OK
7.016,Chrimata4,Tick,0,0,0,0,147000,146900,0,0,0,OK
7.297,Chrimata,Tick,0,10,-10,10,147000,146900,294,706,-294,OK
7.297,Chrimata4,Tick,0,0,0,0,147000,146900,0,0,0,OK
7.516,Chrimata,Tick,0,10,-10,10,147000,146900,294,706,-294,OK
7.516,Chrimata4,Tick,0,0,0,0,147000,146900,0,0,0,OK
7.797,Chrimata,Tick,0,10,-10,10,147000,146900,294,706,-294,OK
7.797,Chrimata4,Tick,0,0,0,0,147000,146900,0,0,0,OK
8.016,Chrimata,Tick,0,20,-20,20,147000,146900,588,412,-1588,OK
8.016,Chrimata4,Tick,0,34,-34,34,147000,146900,1000,-1000,-4400,OK
8.25,Chrimata,Tick,0,30,-30,30,146300,146900,882,118,6118,OK
8.25,Chrimata4,Tick,0,34,-34,34,146300,146900,1000,-1000,5800,OK
8.516,Chrimata,Tick,0,30,-30,30,146300,146900,882,118,6118,OK
8.516,Chrimata4,Tick,0,34,-34,34,146300,146900,1000,-1000,5800,OK
8.75,Chrimata,Tick,0,30,-30,30,146300,146900,882,118,6118,OK
8.75,Chrimata4,Tick,0,34,-34,34,146300,146900,1000,-1000,5800,OK
9.016,Chrimata,Tick,0,30,-30,30,146700,146900,882,118,6118,OK
9.016,Chrimata4,Tick,0,34,-34,34,146700,146900,1000,-1000,5800,OK
9.266,Chrimata,Tick,0,30,-30,30,146700,146900,882,118,6118,OK
9.266,Chrimata4,Tick,0,34,-34,34,146700,146900,1000,-1000,5800,OK
9.485,Chrimata,Tick,10,30,-20,20,146400,146900,1175,2825,6825,OK
9.485,Chrimata4,Tick,34,34,0,0,146400,146900,1996,8204,8204,OK
9.782,Chrimata,Tick,20,30,-10,10,146400,146900,1468,4532,6532,OK
9.782,Chrimata4,Tick,68,34,34,-34,146400,146900,2992,14008,7208,OK
10.016,Chrimata,Tick,30,30,0,0,146400,146900,1761,5239,5239,OK
10.016,Chrimata4,Tick,99,34,65,-65,146400,146900,3900,16200,3200,OK
10.219,Chrimata,Tick,30,30,0,0,146400,146900,1761,5239,5239,OK
10.219,Chrimata4,Tick,99,34,65,-65,146400,146900,3900,16200,3200,OK
10.5,Chrimata,Tick,30,30,0,0,146400,146900,1761,5239,5239,OK
10.5,Chrimata4,Tick,99,34,65,-65,146400,146900,3900,16200,3200,OK
10.735,Chrimata,Tick,30,30,0,0,146200,147000,1761,5239,5239,OK
10.735,Chrimata4,Tick,99,34,65,-65,146200,147000,3900,16200,3200,OK
11.016,Chrimata,Tick,30,30,0,0,147300,147000,1761,5239,5239,OK
11.016,Chrimata4,Tick,99,34,65,-65,147300,147000,3900,16200,29200,OK
11.25,Chrimata,Tick,30,30,0,0,147300,147000,1761,5239,5239,OK
11.25,Chrimata4,Tick,99,34,65,-65,147300,147000,3900,16200,29200,OK
11.5,Chrimata,Tick,30,30,0,0,147300,147000,1761,5239,5239,OK
11.5,Chrimata4,Tick,99,34,65,-65,147300,147000,3900,16200,29200,OK
11.735,Chrimata,Tick,30,30,0,0,147300,147200,1761,5239,5239,OK
11.735,Chrimata4,Tick,99,34,65,-65,147300,147200,3900,16200,22700,OK
11.985,Chrimata,Tick,30,30,0,0,147400,147200,1761,5239,5239,OK
11.985,Chrimata4,Tick,99,34,65,-65,147400,147200,3900,16200,29200,OK
12.204,Chrimata,Tick,30,30,0,0,147400,147200,1761,5239,5239,OK
12.204,Chrimata4,Tick,99,34,65,-65,147400,147200,3900,16200,29200,OK
12.454,Chrimata,Tick,30,30,0,0,147400,147200,1761,5239,5239,OK
12.454,Chrimata4,Tick,99,34,65,-65,147400,147200,3900,16200,29200,OK
12.735,Chrimata,Tick,30,30,0,0,147400,147200,1761,5239,5239,OK
12.735,Chrimata4,Tick,99,34,65,-65,147400,147200,3900,16200,29200,OK
12.954,Chrimata,Tick,30,30,0,0,147400,147200,1761,5239,5239,OK
12.954,Chrimata4,Tick,99,34,65,-65,147400,147200,3900,16200,29200,OK
13.266,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
13.266,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
13.5,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
13.5,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
13.75,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
13.75,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
14.047,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
14.047,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
14.25,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
14.25,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
14.516,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
14.516,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
14.766,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
14.766,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
15.047,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
15.047,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
15.219,Chrimata,Tick,30,30,0,0,146600,147200,1761,5239,5239,OK
15.219,Chrimata4,Tick,99,34,65,-65,146600,147200,3900,16200,3200,OK
15.485,Chrimata,Tick,30,30,0,0,146900,146800,1761,5239,5239,OK
15.485,Chrimata4,Tick,99,34,65,-65,146900,146800,3900,16200,22700,OK
15.75,Chrimata,Tick,30,30,0,0,146900,146800,1761,5239,5239,OK
15.75,Chrimata4,Tick,99,34,65,-65,146900,146800,3900,16200,22700,OK
16.047,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
16.047,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
16.282,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
16.282,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
16.532,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
16.532,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
16.719,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
16.719,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
17.0,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
17.0,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
17.235,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
17.235,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
17.516,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
17.516,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
17.75,Chrimata,Tick,30,30,0,0,146900,146900,1761,5239,5239,OK
17.75,Chrimata4,Tick,99,34,65,-65,146900,146900,3900,16200,16200,OK
18.032,Chrimata,Tick,30,30,0,0,146600,146900,1761,5239,5239,OK
18.032,Chrimata4,Tick,99,34,65,-65,146600,146900,3900,16200,3200,OK
18.297,Chrimata,Tick,30,30,0,0,146600,146900,1761,5239,5239,OK
18.297,Chrimata4,Tick,99,34,65,-65,146600,146900,3900,16200,3200,OK
18.485,Chrimata,Tick,30,30,0,0,146600,147100,1761,5239,5239,OK
18.485,Chrimata4,Tick,99,34,65,-65,146600,147100,3900,16200,3200,OK
18.797,Chrimata,Tick,40,30,10,-10,146900,147100,2055,4945,2945,OK
18.797,Chrimata4,Tick,99,34,65,-65,146900,147100,3900,16200,3200,OK
19.047,Chrimata,Tick,40,30,10,-10,146900,147100,2055,4945,2945,OK
19.047,Chrimata4,Tick,99,34,65,-65,146900,147100,3900,16200,3200,OK
19.204,Chrimata,Tick,40,30,10,-10,146900,147100,2055,4945,2945,OK
19.204,Chrimata4,Tick,99,34,65,-65,146900,147100,3900,16200,3200,OK
19.454,Chrimata,Tick,40,30,10,-10,146900,147200,2055,4945,2945,OK
19.454,Chrimata4,Tick,99,34,65,-65,146900,147200,3900,16200,3200,OK
19.735,Chrimata,Tick,40,30,10,-10,146900,147200,2055,4945,2945,OK
19.735,Chrimata4,Tick,99,34,65,-65,146900,147200,3900,16200,3200,OK
19.969,Chrimata,Tick,40,30,10,-10,146900,147200,2055,4945,2945,OK
19.969,Chrimata4,Tick,99,34,65,-65,146900,147200,3900,16200,3200,OK
20.204,Chrimata,Tick,50,30,20,-20,146900,147200,2349,7651,3651,OK
20.204,Chrimata4,Tick,99,34,65,-65,146900,147200,3900,16200,3200,OK
20.5,Chrimata,Tick,60,30,30,-30,147000,147900,2643,12357,6357,OK
20.5,Chrimata4,Tick,133,34,99,-99,147000,147900,4899,30201,10401,OK
20.75,Chrimata,Tick,70,30,40,-40,147500,147900,2937,20063,12063,OK
20.75,Chrimata4,Tick,133,34,99,-99,147500,147900,4899,30201,10401,OK
21.032,Chrimata,Tick,80,30,50,-50,147700,147900,3232,19768,9768,OK
21.032,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
21.282,Chrimata,Tick,80,30,50,-50,147700,147900,3232,19768,9768,OK
21.282,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
21.5,Chrimata,Tick,80,30,50,-50,147700,147900,3232,19768,9768,OK
21.5,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
21.75,Chrimata,Tick,80,30,50,-50,147700,147900,3232,19768,9768,OK
21.75,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
22.016,Chrimata,Tick,80,30,50,-50,147700,148000,3232,19768,9768,OK
22.016,Chrimata4,Tick,133,34,99,-99,147700,148000,4899,30201,10401,OK
22.266,Chrimata,Tick,80,30,50,-50,147700,148000,3232,19768,9768,OK
22.266,Chrimata4,Tick,133,34,99,-99,147700,148000,4899,30201,10401,OK
22.469,Chrimata,Tick,80,30,50,-50,147700,148100,3232,19768,9768,OK
22.469,Chrimata4,Tick,133,34,99,-99,147700,148100,4899,30201,10401,OK
22.782,Chrimata,Tick,80,30,50,-50,147700,148100,3232,19768,9768,OK
22.782,Chrimata4,Tick,133,34,99,-99,147700,148100,4899,30201,10401,OK
22.969,Chrimata,Tick,80,30,50,-50,147700,148000,3232,19768,9768,OK
22.969,Chrimata4,Tick,133,34,99,-99,147700,148000,4899,30201,10401,OK
23.297,Chrimata,Tick,80,30,50,-50,147700,148000,3232,19768,9768,OK
23.297,Chrimata4,Tick,133,34,99,-99,147700,148000,4899,30201,10401,OK
23.516,Chrimata,Tick,80,30,50,-50,147700,147700,3232,19768,19768,OK
23.516,Chrimata4,Tick,133,34,99,-99,147700,147700,4899,30201,30201,OK
23.75,Chrimata,Tick,80,30,50,-50,147700,147700,3232,19768,19768,OK
23.75,Chrimata4,Tick,133,34,99,-99,147700,147700,4899,30201,30201,OK
24.047,Chrimata,Tick,80,30,50,-50,147600,147700,3232,19768,14768,OK
24.047,Chrimata4,Tick,133,34,99,-99,147600,147700,4899,30201,20301,OK
24.266,Chrimata,Tick,80,30,50,-50,147600,147700,3232,19768,14768,OK
24.266,Chrimata4,Tick,133,34,99,-99,147600,147700,4899,30201,20301,OK
24.454,Chrimata,Tick,80,30,50,-50,147600,147700,3232,19768,14768,OK
24.454,Chrimata4,Tick,133,34,99,-99,147600,147700,4899,30201,20301,OK
24.766,Chrimata,Tick,80,30,50,-50,147600,148100,3232,19768,9768,OK
24.766,Chrimata4,Tick,133,34,99,-99,147600,148100,4899,30201,10401,OK
24.985,Chrimata,Tick,80,30,50,-50,147600,148100,3232,19768,9768,OK
24.985,Chrimata4,Tick,133,34,99,-99,147600,148100,4899,30201,10401,OK
25.25,Chrimata,Tick,90,30,60,-60,147700,148200,3527,24473,12473,OK
25.25,Chrimata4,Tick,133,34,99,-99,147700,148200,4899,30201,10401,OK
25.469,Chrimata,Tick,90,30,60,-60,147700,147900,3527,24473,12473,OK
25.469,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
25.719,Chrimata,Tick,90,30,60,-60,147700,147900,3527,24473,12473,OK
25.719,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
26.047,Chrimata,Tick,90,30,60,-60,147700,147900,3527,24473,12473,OK
26.047,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
26.235,Chrimata,Tick,90,30,60,-60,147700,147900,3527,24473,12473,OK
26.235,Chrimata4,Tick,133,34,99,-99,147700,147900,4899,30201,10401,OK
26.454,Chrimata,Tick,90,30,60,-60,147400,147900,3527,24473,12473,OK
26.454,Chrimata4,Tick,133,34,99,-99,147400,147900,4899,30201,10401,OK
26.704,Chrimata,Tick,90,30,60,-60,147400,147900,3527,24473,12473,OK
26.704,Chrimata4,Tick,133,34,99,-99,147400,147900,4899,30201,10401,OK
26.954,Chrimata,Tick,90,30,60,-60,147400,147900,3527,24473,12473,OK
26.954,Chrimata4,Tick,133,34,99,-99,147400,147900,4899,30201,10401,OK
27.25,Chrimata,Tick,90,30,60,-60,147400,147900,3527,24473,12473,OK
27.25,Chrimata4,Tick,133,34,99,-99,147400,147900,4899,30201,10401,OK
27.5,Chrimata,Tick,90,30,60,-60,147400,147900,3527,24473,12473,OK
27.5,Chrimata4,Tick,133,34,99,-99,147400,147900,4899,30201,10401,OK
27.766,Chrimata,Tick,90,30,60,-60,147400,147800,3527,24473,12473,OK
27.766,Chrimata4,Tick,133,34,99,-99,147400,147800,4899,30201,10401,OK
28.047,Chrimata,Tick,90,30,60,-60,147200,147800,3527,24473,12473,OK
28.047,Chrimata4,Tick,133,34,99,-99,147200,147800,4899,30201,10401,OK
28.282,Chrimata,Tick,90,30,60,-60,147200,147800,3527,24473,12473,OK
28.282,Chrimata4,Tick,133,34,99,-99,147200,147800,4899,30201,10401,OK
28.5,Chrimata,Tick,90,30,60,-60,147700,147800,3527,24473,18473,OK
28.5,Chrimata4,Tick,133,34,99,-99,147700,147800,4899,30201,20301,OK
28.75,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
28.75,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
29.032,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
29.032,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
29.25,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
29.25,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
29.5,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
29.5,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
29.766,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
29.766,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
30.047,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
30.047,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
30.204,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
30.204,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
30.469,Chrimata,Tick,90,30,60,-60,147700,147600,3527,24473,30473,OK
30.469,Chrimata4,Tick,133,34,99,-99,147700,147600,4899,30201,40101,OK
30.75,Chrimata,Tick,90,30,60,-60,147700,147400,3527,24473,36473,OK
30.75,Chrimata4,Tick,133,34,99,-99,147700,147400,4899,30201,50001,OK
30.954,Chrimata,Tick,90,30,60,-60,147700,147400,3527,24473,36473,OK
30.954,Chrimata4,Tick,133,34,99,-99,147700,147400,4899,30201,50001,OK
31.297,Chrimata,Tick,90,30,60,-60,147700,147400,3527,24473,36473,OK
31.297,Chrimata4,Tick,133,34,99,-99,147700,147400,4899,30201,50001,OK
31.5,Chrimata,Tick,90,30,60,-60,147000,147400,3527,24473,12473,OK
31.5,Chrimata4,Tick,133,34,99,-99,147000,147400,4899,30201,10401,OK
31.704,Chrimata,Tick,90,30,60,-60,147000,147400,3527,24473,12473,OK
31.704,Chrimata4,Tick,133,34,99,-99,147000,147400,4899,30201,10401,OK
32.016,Chrimata,Tick,90,30,60,-60,147000,147400,3527,24473,12473,OK
32.016,Chrimata4,Tick,133,34,99,-99,147000,147400,4899,30201,10401,OK
32.204,Chrimata,Tick,90,30,60,-60,147000,147400,3527,24473,12473,OK
32.204,Chrimata4,Tick,133,34,99,-99,147000,147400,4899,30201,10401,OK
32.547,Chrimata,Tick,90,30,60,-60,147000,147400,3527,24473,12473,OK
32.547,Chrimata4,Tick,133,34,99,-99,147000,147400,4899,30201,10401,OK
32.797,Chrimata,Tick,90,30,60,-60,147000,147600,3527,24473,12473,OK
32.797,Chrimata4,Tick,133,34,99,-99,147000,147600,4899,30201,10401,OK
33.0,Chrimata,Tick,90,30,60,-60,147000,147600,3527,24473,12473,OK
33.0,Chrimata4,Tick,133,34,99,-99,147000,147600,4899,30201,10401,OK
33.235,Chrimata,Tick,90,30,60,-60,147000,147600,3527,24473,12473,OK
33.235,Chrimata4,Tick,133,34,99,-99,147000,147600,4899,30201,10401,OK
33.469,Chrimata,Tick,90,30,60,-60,147000,147600,3527,24473,12473,OK
33.469,Chrimata4,Tick,133,34,99,-99,147000,147600,4899,30201,10401,OK
33.735,Chrimata,Tick,90,30,60,-60,146900,147600,3527,24473,12473,OK
33.735,Chrimata4,Tick,133,34,99,-99,146900,147600,4899,30201,10401,OK
34.032,Chrimata,Tick,90,30,60,-60,146900,147600,3527,24473,12473,OK
34.032,Chrimata4,Tick,133,34,99,-99,146900,147600,4899,30201,10401,OK
34.219,Chrimata,Tick,90,30,60,-60,146900,147200,3527,24473,12473,OK
34.219,Chrimata4,Tick,133,34,99,-99,146900,147200,4899,30201,10401,OK
34.454,Chrimata,Tick,90,30,60,-60,146900,147200,3527,24473,12473,OK
34.454,Chrimata4,Tick,133,34,99,-99,146900,147200,4899,30201,10401,OK
34.75,Chrimata,Tick,90,30,60,-60,146900,147200,3527,24473,12473,OK
34.75,Chrimata4,Tick,133,34,99,-99,146900,147200,4899,30201,10401,OK
34.985,Chrimata,Tick,90,30,60,-60,146900,147200,3527,24473,12473,OK
34.985,Chrimata4,Tick,133,34,99,-99,146900,147200,4899,30201,10401,OK
35.219,Chrimata,Tick,90,30,60,-60,146900,147300,3527,24473,12473,OK
35.219,Chrimata4,Tick,133,34,99,-99,146900,147300,4899,30201,10401,OK
35.454,Chrimata,Tick,90,30,60,-60,147100,147400,3527,24473,12473,OK
35.454,Chrimata4,Tick,133,34,99,-99,147100,147400,4899,30201,10401,OK
35.797,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
35.797,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
35.969,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
35.969,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
36.282,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
36.282,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
36.5,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
36.5,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
36.766,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
36.766,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
36.969,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
36.969,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
37.235,Chrimata,Tick,90,30,60,-60,147100,147000,3527,24473,30473,OK
37.235,Chrimata4,Tick,133,34,99,-99,147100,147000,4899,30201,40101,OK
37.469,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
37.469,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
37.719,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
37.719,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
38.047,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
38.047,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
38.297,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
38.297,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
38.469,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
38.469,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
38.75,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
38.75,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
39.0,Chrimata,Tick,90,30,60,-60,147100,147300,3527,24473,12473,OK
39.0,Chrimata4,Tick,133,34,99,-99,147100,147300,4899,30201,10401,OK
39.266,Chrimata,Tick,90,30,60,-60,147500,147300,3527,24473,36473,OK
39.266,Chrimata4,Tick,133,34,99,-99,147500,147300,4899,30201,50001,OK
39.516,Chrimata,Tick,90,30,60,-60,147700,147300,3527,24473,36473,OK
39.516,Chrimata4,Tick,133,34,99,-99,147700,147300,4899,30201,50001,OK
39.766,Chrimata,Tick,90,30,60,-60,147700,147300,3527,24473,36473,OK
39.766,Chrimata4,Tick,133,34,99,-99,147700,147300,4899,30201,50001,OK
39.954,Chrimata,Tick,90,30,60,-60,147700,147300,3527,24473,36473,OK
39.954,Chrimata4,Tick,133,34,99,-99,147700,147300,4899,30201,50001,OK
40.266,Chrimata,Tick,90,30,60,-60,147700,147300,3527,24473,36473,OK
40.266,Chrimata4,Tick,133,34,99,-99,147700,147300,4899,30201,50001,OK
40.547,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
40.547,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
40.75,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
40.75,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
40.985,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
40.985,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
41.25,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
41.25,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
41.5,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
41.5,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
41.782,Chrimata,Tick,90,30,60,-60,147900,147300,3527,24473,36473,OK
41.782,Chrimata4,Tick,133,34,99,-99,147900,147300,4899,30201,50001,OK
42.047,Chrimata,Tick,90,30,60,-60,147900,147200,3527,24473,36473,OK
42.047,Chrimata4,Tick,133,34,99,-99,147900,147200,4899,30201,50001,OK
42.25,Chrimata,Tick,90,30,60,-60,147700,147200,3527,24473,36473,OK
42.25,Chrimata4,Tick,133,34,99,-99,147700,147200,4899,30201,50001,OK
42.5,Chrimata,Tick,90,30,60,-60,147700,147200,3527,24473,36473,OK
